GO.ID,Term,Annotated,Significant,Expected,raw.p.value,ontology,p_bon,uniform_log,p_log,rank,label,upper,lower,dataset
GO:0004020,adenylylsulfate kinase activity,2,0,0.03,1,MF,1,0.11548431476099667,-0,15766,,0.11879377838008227,0.11224205512139589,SRR6998058_v2
GO:0004021,L-alanine:2-oxoglutarate aminotransferas...,2,0,0.03,1,MF,1,0.11545676849167985,-0,15767,,0.11876578635309891,0.11221495295482459,SRR6998058_v2
GO:0004022,alcohol dehydrogenase (NAD) activity,3,0,0.04,1,MF,1,0.11542922396944676,-0,15768,,0.11873779606930476,0.11218785253944127,SRR6998058_v2
GO:0004024,"alcohol dehydrogenase activity, zinc-dep...",1,0,0.01,1,MF,1,0.11540168119407586,-0,15769,,0.118709807528466,0.11216075387503671,SRR6998058_v2
GO:0004028,3-chloroallyl aldehyde dehydrogenase act...,5,0,0.07,1,MF,1,0.11537414016534549,-0,15770,,0.11868182073034858,0.11213365696140176,SRR6998058_v2
GO:0004029,aldehyde dehydrogenase (NAD) activity,12,0,0.18,1,MF,1,0.1153466008830342,-0,15771,,0.1186538356747185,0.11210656179832723,SRR6998058_v2
GO:0004030,aldehyde dehydrogenase [NAD(P)+] activit...,3,0,0.04,1,MF,1,0.11531906334692056,-0,15772,,0.1186258523613421,0.11207946838560402,SRR6998058_v2
GO:0004032,alditol:NADP+ 1-oxidoreductase activity,8,0,0.12,1,MF,1,0.11529152755678304,-0,15773,,0.11859787078998535,0.1120523767230231,SRR6998058_v2
GO:0004033,aldo-keto reductase (NADP) activity,16,0,0.24,1,MF,1,0.11526399351240034,-0,15774,,0.1185698909604146,0.11202528681037534,SRR6998058_v2
GO:0004034,aldose 1-epimerase activity,1,0,0.01,1,MF,1,0.11523646121355102,-0,15775,,0.11854191287239602,0.11199819864745185,SRR6998058_v2
GO:0004040,amidase activity,2,0,0.03,1,MF,1,0.11520893066001385,-0,15776,,0.1185139365256958,0.11197111223404375,SRR6998058_v2
GO:0004043,L-aminoadipate-semialdehyde dehydrogenas...,1,0,0.01,1,MF,1,0.1151814018515676,-0,15777,,0.11848596192008044,0.11194402756994215,SRR6998058_v2
GO:0004044,amidophosphoribosyltransferase activity,1,0,0.01,1,MF,1,0.11515387478799094,-0,15778,,0.11845798905531607,0.11191694465493814,SRR6998058_v2
GO:0004045,aminoacyl-tRNA hydrolase activity,4,0,0.06,1,MF,1,0.11512634946906275,-0,15779,,0.11843001793116935,0.11188986348882296,SRR6998058_v2
GO:0004046,aminoacylase activity,4,0,0.06,1,MF,1,0.11509882589456195,-0,15780,,0.11840204854740645,0.11186278407138796,SRR6998058_v2
GO:0004047,aminomethyltransferase activity,1,0,0.01,1,MF,1,0.11507130406426733,-0,15781,,0.11837408090379396,0.1118357064024242,SRR6998058_v2
GO:0004051,arachidonate 5-lipoxygenase activity,2,0,0.03,1,MF,1,0.11504378397795798,-0,15782,,0.1183461150000984,0.11180863048172335,SRR6998058_v2
GO:0004053,arginase activity,2,0,0.03,1,MF,1,0.11501626563541276,-0,15783,,0.11831815083608631,0.11178155630907663,SRR6998058_v2
GO:0004055,argininosuccinate synthase activity,1,0,0.01,1,MF,1,0.11498874903641072,-0,15784,,0.11829018841152424,0.11175448388427553,SRR6998058_v2
GO:0004056,argininosuccinate lyase activity,1,0,0.01,1,MF,1,0.11496123418073105,-0,15785,,0.11826222772617881,0.11172741320711153,SRR6998058_v2
GO:0004057,arginyltransferase activity,1,0,0.01,1,MF,1,0.11493372106815274,-0,15786,,0.11823426877981665,0.11170034427737616,SRR6998058_v2
GO:0004060,arylamine N-acetyltransferase activity,1,0,0.01,1,MF,1,0.11490620969845496,-0,15787,,0.11820631157220451,0.11167327709486097,SRR6998058_v2
GO:0004061,arylformamidase activity,1,0,0.01,1,MF,1,0.11487870007141703,-0,15788,,0.1181783561031091,0.11164621165935763,SRR6998058_v2
GO:0004062,aryl sulfotransferase activity,1,0,0.01,1,MF,1,0.11485119218681804,-0,15789,,0.11815040237229721,0.11161914797065786,SRR6998058_v2
GO:0004063,aryldialkylphosphatase activity,1,0,0.01,1,MF,1,0.1148236860444374,-0,15790,,0.11812245037953562,0.11159208602855332,SRR6998058_v2
GO:0004064,arylesterase activity,4,0,0.06,1,MF,1,0.11479618164405435,-0,15791,,0.11809450012459122,0.1115650258328357,SRR6998058_v2
GO:0004065,arylsulfatase activity,5,0,0.07,1,MF,1,0.11476867898544824,-0,15792,,0.11806655160723081,0.11153796738329698,SRR6998058_v2
GO:0004066,asparagine synthase (glutamine-hydrolyzi...,1,0,0.01,1,MF,1,0.11474117806839862,-0,15793,,0.11803860482722142,0.11151091067972897,SRR6998058_v2
GO:0004067,asparaginase activity,1,0,0.01,1,MF,1,0.11471367889268476,-0,15794,,0.11801065978432991,0.1114838557219235,SRR6998058_v2
GO:0004068,aspartate 1-decarboxylase activity,1,0,0.01,1,MF,1,0.11468618145808634,-0,15795,,0.11798271647832327,0.11145680250967256,SRR6998058_v2
GO:0004069,L-aspartate:2-oxoglutarate aminotransfer...,2,0,0.03,1,MF,1,0.1146586857643827,-0,15796,,0.11795477490896866,0.11142975104276817,SRR6998058_v2
GO:0004070,aspartate carbamoyltransferase activity,1,0,0.01,1,MF,1,0.11463119181135355,-0,15797,,0.11792683507603309,0.11140270132100233,SRR6998058_v2
GO:0004074,biliverdin reductase activity,2,0,0.03,1,MF,1,0.11460369959877853,-0,15798,,0.11789889697928359,0.11137565334416723,SRR6998058_v2
GO:0004075,biotin carboxylase activity,1,0,0.01,1,MF,1,0.11457620912643716,-0,15799,,0.1178709606184874,0.11134860711205483,SRR6998058_v2
GO:0004077,biotin-[acetyl-CoA-carboxylase] ligase a...,1,0,0.01,1,MF,1,0.11454872039410927,-0,15800,,0.11784302599341175,0.11132156262445743,SRR6998058_v2
GO:0004078,biotin-[methylcrotonoyl-CoA-carboxylase]...,1,0,0.01,1,MF,1,0.1145212334015746,-0,15801,,0.11781509310382374,0.11129451988116727,SRR6998058_v2
GO:0004079,biotin-[methylmalonyl-CoA-carboxytransfe...,1,0,0.01,1,MF,1,0.11449374814861286,-0,15802,,0.11778716194949068,0.11126747888197656,SRR6998058_v2
GO:0004080,biotin-[propionyl-CoA-carboxylase (ATP-h...,1,0,0.01,1,MF,1,0.11446626463500396,-0,15803,,0.11775923253017993,0.11124043962667762,SRR6998058_v2
GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asym...,2,0,0.03,1,MF,1,0.1144387828605277,-0,15804,,0.1177313048456587,0.11121340211506288,SRR6998058_v2
GO:0004082,bisphosphoglycerate mutase activity,2,0,0.03,1,MF,1,0.114411302824964,-0,15805,,0.1177033788956945,0.1111863663469247,SRR6998058_v2
GO:0004083,bisphosphoglycerate 2-phosphatase activi...,1,0,0.01,1,MF,1,0.11438382452809293,-0,15806,,0.11767545468005466,0.11115933232205559,SRR6998058_v2
GO:0004084,branched-chain-amino-acid transaminase a...,2,0,0.03,1,MF,1,0.11435634796969432,-0,15807,,0.11764753219850665,0.111132300040248,SRR6998058_v2
GO:0004085,butyryl-CoA dehydrogenase activity,1,0,0.01,1,MF,1,0.11432887314954827,-0,15808,,0.117619611450818,0.11110526950129446,SRR6998058_v2
GO:0004088,carbamoyl-phosphate synthase (glutamine-...,1,0,0.01,1,MF,1,0.11430140006743494,-0,15809,,0.11759169243675614,0.11107824070498762,SRR6998058_v2
GO:0004089,carbonate dehydratase activity,5,0,0.07,1,MF,1,0.11427392872313434,-0,15810,,0.11756377515608872,0.11105121365112007,SRR6998058_v2
GO:0004090,carbonyl reductase (NADPH) activity,5,0,0.07,1,MF,1,0.11424645911642672,-0,15811,,0.11753585960858327,0.11102418833948448,SRR6998058_v2
GO:0004092,carnitine O-acetyltransferase activity,1,0,0.01,1,MF,1,0.11421899124709217,-0,15812,,0.11750794579400746,0.11099716476987372,SRR6998058_v2
GO:0004095,carnitine O-palmitoyltransferase activit...,3,0,0.04,1,MF,1,0.11419152511491103,-0,15813,,0.11748003371212905,0.11097014294208038,SRR6998058_v2
GO:0004096,catalase activity,3,0,0.04,1,MF,1,0.1141640607196636,-0,15814,,0.1174521233627156,0.11094312285589741,SRR6998058_v2
GO:0004098,cerebroside-sulfatase activity,1,0,0.01,1,MF,1,0.11413659806113013,-0,15815,,0.11742421474553494,0.1109161045111177,SRR6998058_v2
GO:0004103,choline kinase activity,2,0,0.03,1,MF,1,0.1141091371390911,-0,15816,,0.11739630786035485,0.11088908790753398,SRR6998058_v2
GO:0004104,cholinesterase activity,1,0,0.01,1,MF,1,0.11408167795332678,-0,15817,,0.1173684027069432,0.1108620730449394,SRR6998058_v2
GO:0004105,choline-phosphate cytidylyltransferase a...,2,0,0.03,1,MF,1,0.11405422050361771,-0,15818,,0.11734049928506775,0.110835059923127,SRR6998058_v2
GO:0004108,citrate (Si)-synthase activity,1,0,0.01,1,MF,1,0.11402676478974445,-0,15819,,0.1173125975944965,0.11080804854188965,SRR6998058_v2
GO:0004109,coproporphyrinogen oxidase activity,2,0,0.03,1,MF,1,0.11399931081148741,-0,15820,,0.11728469763499735,0.11078103890102049,SRR6998058_v2
GO:0004111,creatine kinase activity,4,0,0.06,1,MF,1,0.11397185856862721,-0,15821,,0.11725679940633824,0.11075403100031281,SRR6998058_v2
GO:0004112,cyclic-nucleotide phosphodiesterase acti...,20,0,0.3,1,MF,1,0.11394440806094457,-0,15822,,0.11722890290828719,0.11072702483955964,SRR6998058_v2
GO:0004113,"2',3'-cyclic-nucleotide 3'-phosphodieste...",1,0,0.01,1,MF,1,0.11391695928822,-0,15823,,0.1172010081406123,0.11070002041855431,SRR6998058_v2
GO:0004114,"3',5'-cyclic-nucleotide phosphodiesteras...",19,0,0.28,1,MF,1,0.11388951225023432,-0,15824,,0.11717311510308162,0.11067301773709004,SRR6998058_v2
GO:0004115,"3',5'-cyclic-AMP phosphodiesterase activ...",10,0,0.15,1,MF,1,0.11386206694676819,-0,15825,,0.11714522379546334,0.11064601679496018,SRR6998058_v2
GO:0004117,calmodulin-dependent cyclic-nucleotide p...,1,0,0.01,1,MF,1,0.11383462337760245,-0,15826,,0.11711733421752554,0.11061901759195823,SRR6998058_v2
GO:0004118,cGMP-stimulated cyclic-nucleotide phosph...,1,0,0.01,1,MF,1,0.11380718154251795,-0,15827,,0.11708944636903644,0.11059202012787739,SRR6998058_v2
GO:0004127,cytidylate kinase activity,4,0,0.06,1,MF,1,0.11377974144129548,-0,15828,,0.11706156024976427,0.11056502440251122,SRR6998058_v2
GO:0004128,"cytochrome-b5 reductase activity, acting...",5,0,0.07,1,MF,1,0.11375230307371598,-0,15829,,0.1170336758594773,0.11053803041565333,SRR6998058_v2
GO:0004129,cytochrome-c oxidase activity,21,0,0.31,1,MF,1,0.1137248664395605,-0,15830,,0.11700579319794384,0.11051103816709706,SRR6998058_v2
GO:0004131,cytosine deaminase activity,1,0,0.01,1,MF,1,0.1136974315386099,-0,15831,,0.1169779122649323,0.11048404765663626,SRR6998058_v2
GO:0004132,dCMP deaminase activity,2,0,0.03,1,MF,1,0.11366999837064534,-0,15832,,0.11695003306021103,0.11045705888406433,SRR6998058_v2
GO:0004133,glycogen debranching enzyme activity,1,0,0.01,1,MF,1,0.11364256693544776,-0,15833,,0.11692215558354842,0.11043007184917521,SRR6998058_v2
GO:0004134,4-alpha-glucanotransferase activity,1,0,0.01,1,MF,1,0.11361513723279835,-0,15834,,0.11689427983471291,0.11040308655176244,SRR6998058_v2
GO:0004135,"amylo-alpha-1,6-glucosidase activity",1,0,0.01,1,MF,1,0.11358770926247835,-0,15835,,0.1168664058134731,0.1103761029916199,SRR6998058_v2
GO:0004137,deoxycytidine kinase activity,2,0,0.03,1,MF,1,0.11356028302426881,-0,15836,,0.11683853351959743,0.11034912116854143,SRR6998058_v2
GO:0004138,deoxyguanosine kinase activity,1,0,0.01,1,MF,1,0.11353285851795107,-0,15837,,0.11681066295285451,0.1103221410823209,SRR6998058_v2
GO:0004139,deoxyribose-phosphate aldolase activity,1,0,0.01,1,MF,1,0.11350543574330643,-0,15838,,0.11678279411301297,0.11029516273275215,SRR6998058_v2
GO:0004140,dephospho-CoA kinase activity,2,0,0.03,1,MF,1,0.11347801470011615,-0,15839,,0.11675492699984137,0.11026818611962932,SRR6998058_v2
GO:0004143,diacylglycerol kinase activity,7,0,0.1,1,MF,1,0.11345059538816166,-0,15840,,0.1167270616131085,0.11024121124274626,SRR6998058_v2
GO:0004144,diacylglycerol O-acyltransferase activit...,2,0,0.03,1,MF,1,0.1134231778072243,-0,15841,,0.11669919795258303,0.11021423810189708,SRR6998058_v2
GO:0004145,diamine N-acetyltransferase activity,3,0,0.04,1,MF,1,0.11339576195708556,-0,15842,,0.1166713360180337,0.11018726669687594,SRR6998058_v2
GO:0004146,dihydrofolate reductase activity,1,0,0.01,1,MF,1,0.11336834783752699,-0,15843,,0.11664347580922936,0.11016029702747687,SRR6998058_v2
GO:0004148,dihydrolipoyl dehydrogenase activity,1,0,0.01,1,MF,1,0.11334093544833,-0,15844,,0.11661561732593878,0.11013332909349421,SRR6998058_v2
GO:0004149,dihydrolipoyllysine-residue succinyltran...,1,0,0.01,1,MF,1,0.11331352478927632,-0,15845,,0.11658776056793087,0.11010636289472214,SRR6998058_v2
GO:0004151,dihydroorotase activity,1,0,0.01,1,MF,1,0.11328611586014738,-0,15846,,0.1165599055349745,0.11007939843095486,SRR6998058_v2
GO:0004152,dihydroorotate dehydrogenase activity,1,0,0.01,1,MF,1,0.11325870866072496,-0,15847,,0.11653205222683863,0.1100524357019869,SRR6998058_v2
GO:0004155,"6,7-dihydropteridine reductase activity",1,0,0.01,1,MF,1,0.11323130319079079,-0,15848,,0.11650420064329221,0.1100254747076125,SRR6998058_v2
GO:0004157,dihydropyrimidinase activity,1,0,0.01,1,MF,1,0.1132038994501265,-0,15849,,0.11647635078410438,0.1099985154476261,SRR6998058_v2
GO:0004161,dimethylallyltranstransferase activity,2,0,0.03,1,MF,1,0.11317649743851392,-0,15850,,0.11644850264904404,0.10997155792182216,SRR6998058_v2
GO:0004163,diphosphomevalonate decarboxylase activi...,1,0,0.01,1,MF,1,0.11314909715573494,-0,15851,,0.11642065623788037,0.10994460212999528,SRR6998058_v2
GO:0004164,diphthine synthase activity,1,0,0.01,1,MF,1,0.11312169860157131,-0,15852,,0.11639281155038242,0.10991764807193988,SRR6998058_v2
GO:0004165,dodecenoyl-CoA delta-isomerase activity,3,0,0.04,1,MF,1,0.11309430177580508,-0,15853,,0.1163649685863194,0.1098906957474507,SRR6998058_v2
GO:0004167,dopachrome isomerase activity,1,0,0.01,1,MF,1,0.11306690667821802,-0,15854,,0.1163371273454606,0.10986374515632237,SRR6998058_v2
GO:0004168,dolichol kinase activity,1,0,0.01,1,MF,1,0.11303951330859219,-0,15855,,0.11630928782757508,0.10983679629834954,SRR6998058_v2
GO:0004169,dolichyl-phosphate-mannose-protein manno...,8,0,0.12,1,MF,1,0.11301212166670974,-0,15856,,0.11628145003243229,0.10980984917332696,SRR6998058_v2
GO:0004170,dUTP diphosphatase activity,1,0,0.01,1,MF,1,0.11298473175235253,-0,15857,,0.11625361395980142,0.10978290378104943,SRR6998058_v2
GO:0004174,electron-transferring-flavoprotein dehyd...,3,0,0.04,1,MF,1,0.1129573435653028,-0,15858,,0.11622577960945184,0.10975596012131188,SRR6998058_v2
GO:0004176,ATP-dependent peptidase activity,5,0,0.07,1,MF,1,0.11292995710534275,-0,15859,,0.11619794698115295,0.10972901819390897,SRR6998058_v2
GO:0004177,aminopeptidase activity,34,0,0.51,1,MF,1,0.11290257237225444,-0,15860,,0.11617011607467423,0.10970207799863589,SRR6998058_v2
GO:0004180,carboxypeptidase activity,21,0,0.31,1,MF,1,0.11287518936582022,-0,15861,,0.1161422868897851,0.1096751395352874,SRR6998058_v2
GO:0004181,metallocarboxypeptidase activity,9,0,0.13,1,MF,1,0.11284780808582227,-0,15862,,0.11611445942625497,0.10964820280365868,SRR6998058_v2
GO:0004185,serine-type carboxypeptidase activity,3,0,0.04,1,MF,1,0.11282042853204297,-0,15863,,0.11608663368385354,0.10962126780354473,SRR6998058_v2
GO:0004190,aspartic-type endopeptidase activity,13,0,0.19,1,MF,1,0.11279305070426472,-0,15864,,0.1160588096623502,0.1095943345347405,SRR6998058_v2
GO:0004197,cysteine-type endopeptidase activity,70,0,1.05,1,MF,1,0.1127656746022698,-0,15865,,0.1160309873615147,0.10956740299704139,SRR6998058_v2
GO:0004198,calcium-dependent cysteine-type endopept...,10,0,0.15,1,MF,1,0.11273830022584076,-0,15866,,0.11600316678111657,0.10954047319024253,SRR6998058_v2
GO:0004222,metalloendopeptidase activity,44,0,0.66,1,MF,1,0.11271092757476,-0,15867,,0.1159753479209256,0.10951354511413913,SRR6998058_v2
GO:0004298,threonine-type endopeptidase activity,20,0,0.3,1,MF,1,0.1126835566488101,-0,15868,,0.11594753078071145,0.10948661876852646,SRR6998058_v2
GO:0004300,enoyl-CoA hydratase activity,7,0,0.1,1,MF,1,0.11265618744777364,-0,15869,,0.11591971536024388,0.10945969415319991,SRR6998058_v2
GO:0004301,epoxide hydrolase activity,3,0,0.04,1,MF,1,0.11262881997143313,-0,15870,,0.11589190165929268,0.10943277126795475,SRR6998058_v2
GO:0004303,estradiol 17-beta-dehydrogenase activity,8,0,0.12,1,MF,1,0.1126014542195713,-0,15871,,0.11586408967762762,0.10940585011258659,SRR6998058_v2
GO:0004305,ethanolamine kinase activity,3,0,0.04,1,MF,1,0.11257409019197087,-0,15872,,0.1158362794150187,0.10937893068689082,SRR6998058_v2
GO:0004306,ethanolamine-phosphate cytidylyltransfer...,1,0,0.01,1,MF,1,0.11254672788841448,-0,15873,,0.11580847087123566,0.10935201299066293,SRR6998058_v2
GO:0004307,ethanolaminephosphotransferase activity,2,0,0.03,1,MF,1,0.11251936730868498,-0,15874,,0.11578066404604859,0.10932509702369843,SRR6998058_v2
GO:0004308,exo-alpha-sialidase activity,2,0,0.03,1,MF,1,0.11249200845256509,-0,15875,,0.1157528589392274,0.10929818278579308,SRR6998058_v2
GO:0004310,farnesyl-diphosphate farnesyltransferase...,1,0,0.01,1,MF,1,0.1124646513198377,-0,15876,,0.11572505555054201,0.10927127027674247,SRR6998058_v2
GO:0004311,farnesyltranstransferase activity,4,0,0.06,1,MF,1,0.11243729591028577,-0,15877,,0.11569725387976261,0.10924435949634231,SRR6998058_v2
GO:0004312,fatty acid synthase activity,6,0,0.09,1,MF,1,0.11240994222369213,-0,15878,,0.11566945392665923,0.10921745044438827,SRR6998058_v2
GO:0004313,[acyl-carrier-protein] S-acetyltransfera...,1,0,0.01,1,MF,1,0.11238259025983982,-0,15879,,0.11564165569100196,0.10919054312067615,SRR6998058_v2
GO:0004314,[acyl-carrier-protein] S-malonyltransfer...,2,0,0.03,1,MF,1,0.1123552400185119,-0,15880,,0.11561385917256092,0.10916363752500188,SRR6998058_v2
GO:0004315,3-oxoacyl-[acyl-carrier-protein] synthas...,2,0,0.03,1,MF,1,0.1123278914994913,-0,15881,,0.11558606437110644,0.10913673365716134,SRR6998058_v2
GO:0004316,3-oxoacyl-[acyl-carrier-protein] reducta...,1,0,0.01,1,MF,1,0.11230054470256123,-0,15882,,0.1155582712864087,0.10910983151695045,SRR6998058_v2
GO:0004320,oleoyl-[acyl-carrier-protein] hydrolase ...,1,0,0.01,1,MF,1,0.11227319962750476,-0,15883,,0.1155304799182379,0.10908293110416499,SRR6998058_v2
GO:0004321,fatty-acyl-CoA synthase activity,1,0,0.01,1,MF,1,0.11224585627410508,-0,15884,,0.11550269026636431,0.10905603241860126,SRR6998058_v2
GO:0004322,ferroxidase activity,5,0,0.07,1,MF,1,0.1122185146421455,-0,15885,,0.11547490233055843,0.10902913546005524,SRR6998058_v2
GO:0004325,ferrochelatase activity,1,0,0.01,1,MF,1,0.11219117473140915,-0,15886,,0.1154471161105905,0.10900224022832289,SRR6998058_v2
GO:0004326,tetrahydrofolylpolyglutamate synthase ac...,1,0,0.01,1,MF,1,0.11216383654167937,-0,15887,,0.11541933160623102,0.10897534672320057,SRR6998058_v2
GO:0004329,formate-tetrahydrofolate ligase activity,2,0,0.03,1,MF,1,0.1121365000727396,-0,15888,,0.11539154881725036,0.10894845494448432,SRR6998058_v2
GO:0004331,"fructose-2,6-bisphosphate 2-phosphatase ...",5,0,0.07,1,MF,1,0.1121091653243731,-0,15889,,0.11536376774341905,0.10892156489197052,SRR6998058_v2
GO:0004332,fructose-bisphosphate aldolase activity,2,0,0.03,1,MF,1,0.11208183229636341,-0,15890,,0.11533598838450759,0.1088946765654553,SRR6998058_v2
GO:0004333,fumarate hydratase activity,1,0,0.01,1,MF,1,0.11205450098849386,-0,15891,,0.11530821074028658,0.1088677899647352,SRR6998058_v2
GO:0004334,fumarylacetoacetase activity,1,0,0.01,1,MF,1,0.11202717140054805,-0,15892,,0.1152804348105266,0.10884090508960648,SRR6998058_v2
GO:0004335,galactokinase activity,2,0,0.03,1,MF,1,0.11199984353230957,-0,15893,,0.11525266059499821,0.10881402193986553,SRR6998058_v2
GO:0004336,galactosylceramidase activity,1,0,0.01,1,MF,1,0.1119725173835619,-0,15894,,0.11522488809347217,0.10878714051530894,SRR6998058_v2
GO:0004337,geranyltranstransferase activity,2,0,0.03,1,MF,1,0.11194519295408877,-0,15895,,0.11519711730571913,0.1087602608157331,SRR6998058_v2
GO:0004340,glucokinase activity,3,0,0.04,1,MF,1,0.11191787024367375,-0,15896,,0.1151693482315099,0.10873338284093466,SRR6998058_v2
GO:0004342,glucosamine-6-phosphate deaminase activi...,2,0,0.03,1,MF,1,0.1118905492521006,-0,15897,,0.11514158087061513,0.10870650659071027,SRR6998058_v2
GO:0004343,glucosamine 6-phosphate N-acetyltransfer...,1,0,0.01,1,MF,1,0.1118632299791531,-0,15898,,0.11511381522280571,0.10867963206485645,SRR6998058_v2
GO:0004344,glucose dehydrogenase activity,1,0,0.01,1,MF,1,0.111835912424615,-0,15899,,0.11508605128785247,0.10865275926316996,SRR6998058_v2
GO:0004345,glucose-6-phosphate dehydrogenase activi...,2,0,0.03,1,MF,1,0.11180859658827015,-0,15900,,0.11505828906552634,0.10862588818544763,SRR6998058_v2
GO:0004346,glucose-6-phosphatase activity,1,0,0.01,1,MF,1,0.11178128246990249,-0,15901,,0.11503052855559823,0.10859901883148611,SRR6998058_v2
GO:0004347,glucose-6-phosphate isomerase activity,1,0,0.01,1,MF,1,0.11175397006929583,-0,15902,,0.11500276975783903,0.10857215120108236,SRR6998058_v2
GO:0004348,glucosylceramidase activity,2,0,0.03,1,MF,1,0.11172665938623422,-0,15903,,0.11497501267201983,0.10854528529403319,SRR6998058_v2
GO:0004349,glutamate 5-kinase activity,1,0,0.01,1,MF,1,0.11169935042050153,-0,15904,,0.11494725729791157,0.1085184211101355,SRR6998058_v2
GO:0004350,glutamate-5-semialdehyde dehydrogenase a...,1,0,0.01,1,MF,1,0.11167204317188188,-0,15905,,0.11491950363528534,0.10849155864918626,SRR6998058_v2
GO:0004352,glutamate dehydrogenase (NAD+) activity,1,0,0.01,1,MF,1,0.11164473764015945,-0,15906,,0.11489175168391232,0.10846469791098262,SRR6998058_v2
GO:0004353,glutamate dehydrogenase [NAD(P)+] activi...,1,0,0.01,1,MF,1,0.11161743382511816,-0,15907,,0.11486400144356348,0.10843783889532155,SRR6998058_v2
GO:0004356,glutamate-ammonia ligase activity,1,0,0.01,1,MF,1,0.11159013172654227,-0,15908,,0.11483625291401019,0.10841098160200015,SRR6998058_v2
GO:0004357,glutamate-cysteine ligase activity,2,0,0.03,1,MF,1,0.11156283134421605,-0,15909,,0.11480850609502355,0.10838412603081557,SRR6998058_v2
GO:0004359,glutaminase activity,2,0,0.03,1,MF,1,0.11153553267792359,-0,15910,,0.11478076098637487,0.108357272181565,SRR6998058_v2
GO:0004360,glutamine-fructose-6-phosphate transamin...,1,0,0.01,1,MF,1,0.1115082357274493,-0,15911,,0.11475301758783528,0.10833042005404568,SRR6998058_v2
GO:0004361,glutaryl-CoA dehydrogenase activity,1,0,0.01,1,MF,1,0.11148094049257742,-0,15912,,0.1147252758991763,0.10830356964805497,SRR6998058_v2
GO:0004362,glutathione-disulfide reductase activity,1,0,0.01,1,MF,1,0.11145364697309236,-0,15913,,0.11469753592016915,0.10827672096339015,SRR6998058_v2
GO:0004363,glutathione synthase activity,1,0,0.01,1,MF,1,0.11142635516877854,-0,15914,,0.1146697976505853,0.10824987399984859,SRR6998058_v2
GO:0004364,glutathione transferase activity,21,0,0.31,1,MF,1,0.11139906507942034,-0,15915,,0.11464206109019612,0.10822302875722775,SRR6998058_v2
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase...,1,0,0.01,1,MF,1,0.11137177670480235,-0,15916,,0.11461432623877305,0.10819618523532507,SRR6998058_v2
GO:0004366,glycerol-3-phosphate O-acyltransferase a...,3,0,0.04,1,MF,1,0.11134449004470895,-0,15917,,0.11458659309608775,0.1081693434339381,SRR6998058_v2
GO:0004367,glycerol-3-phosphate dehydrogenase [NAD+...,2,0,0.03,1,MF,1,0.11131720509892477,-0,15918,,0.11455886166191152,0.1081425033528643,SRR6998058_v2
GO:0004368,glycerol-3-phosphate dehydrogenase (quin...,2,0,0.03,1,MF,1,0.11128992186723452,-0,15919,,0.11453113193601613,0.10811566499190141,SRR6998058_v2
GO:0004370,glycerol kinase activity,2,0,0.03,1,MF,1,0.1112626403494227,-0,15920,,0.11450340391817304,0.10808882835084697,SRR6998058_v2
GO:0004371,glycerone kinase activity,1,0,0.01,1,MF,1,0.11123536054527405,-0,15921,,0.11447567760815404,0.10806199342949878,SRR6998058_v2
GO:0004372,glycine hydroxymethyltransferase activit...,2,0,0.03,1,MF,1,0.11120808245457339,-0,15922,,0.11444795300573067,0.10803516022765446,SRR6998058_v2
GO:0004373,glycogen (starch) synthase activity,1,0,0.01,1,MF,1,0.11118080607710532,-0,15923,,0.11442023011067476,0.1080083287451119,SRR6998058_v2
GO:0004376,glycolipid mannosyltransferase activity,2,0,0.03,1,MF,1,0.11115353141265481,-0,15924,,0.11439250892275793,0.10798149898166892,SRR6998058_v2
GO:0004377,"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-man...",1,0,0.01,1,MF,1,0.11112625846100659,-0,15925,,0.11436478944175206,0.10795467093712334,SRR6998058_v2
GO:0004378,"GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-man...",1,0,0.01,1,MF,1,0.11109898722194561,-0,15926,,0.11433707166742905,0.10792784461127311,SRR6998058_v2
GO:0004379,glycylpeptide N-tetradecanoyltransferase...,2,0,0.03,1,MF,1,0.11107171769525682,-0,15927,,0.1143093555995606,0.1079010200039162,SRR6998058_v2
GO:0004382,guanosine-diphosphatase activity,2,0,0.03,1,MF,1,0.11104444988072514,-0,15928,,0.11428164123791865,0.10787419711485059,SRR6998058_v2
GO:0004385,guanylate kinase activity,3,0,0.04,1,MF,1,0.1110171837781356,-0,15929,,0.11425392858227519,0.10784737594387438,SRR6998058_v2
GO:0004386,helicase activity,144,0,2.16,1,MF,1,0.11098991938727332,-0,15930,,0.11422621763240211,0.10782055649078572,SRR6998058_v2
GO:0004392,heme oxygenase (decyclizing) activity,2,0,0.03,1,MF,1,0.11096265670792327,-0,15931,,0.11419850838807141,0.10779373875538262,SRR6998058_v2
GO:0004394,heparan sulfate 2-O-sulfotransferase act...,1,0,0.01,1,MF,1,0.11093539573987071,-0,15932,,0.11417080084905523,0.10776692273746342,SRR6998058_v2
GO:0004395,hexaprenyldihydroxybenzoate methyltransf...,1,0,0.01,1,MF,1,0.11090813648290071,-0,15933,,0.11414309501512558,0.10774010843682622,SRR6998058_v2
